label,n_true,phi_true,seed,ok,wall_s,csv
rich0281_n0925_phi192,0.925,19.22,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0281_n0925_phi192_seed1.csv
rich0282_n0926_phi121,0.926,12.10,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0282_n0926_phi121_seed0.csv
rich0282_n0926_phi121,0.926,12.10,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0282_n0926_phi121_seed1.csv
rich0283_n0928_phi217,0.928,21.72,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0283_n0928_phi217_seed0.csv
rich0283_n0928_phi217,0.928,21.72,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0283_n0928_phi217_seed1.csv
rich0284_n0929_phi213,0.929,21.31,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0284_n0929_phi213_seed0.csv
rich0284_n0929_phi213,0.929,21.31,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0284_n0929_phi213_seed1.csv
rich0285_n0931_phi233,0.931,23.32,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0285_n0931_phi233_seed0.csv
rich0285_n0931_phi233,0.931,23.32,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0285_n0931_phi233_seed1.csv
rich0286_n0932_phi276,0.932,27.59,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0286_n0932_phi276_seed0.csv
rich0286_n0932_phi276,0.932,27.59,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0286_n0932_phi276_seed1.csv
rich0287_n0933_phi223,0.933,22.32,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0287_n0933_phi223_seed0.csv
rich0287_n0933_phi223,0.933,22.32,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0287_n0933_phi223_seed1.csv
rich0288_n0935_phi185,0.935,18.50,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0288_n0935_phi185_seed0.csv
rich0288_n0935_phi185,0.935,18.50,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0288_n0935_phi185_seed1.csv
rich0289_n0937_phi241,0.937,24.07,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0289_n0937_phi241_seed0.csv
rich0289_n0937_phi241,0.937,24.07,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0289_n0937_phi241_seed1.csv
rich0290_n0937_phi211,0.937,21.14,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0290_n0937_phi211_seed0.csv
rich0290_n0937_phi211,0.937,21.14,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0290_n0937_phi211_seed1.csv
rich0291_n0939_phi184,0.939,18.43,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0291_n0939_phi184_seed0.csv
rich0291_n0939_phi184,0.939,18.43,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0291_n0939_phi184_seed1.csv
rich0292_n0940_phi211,0.940,21.10,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0292_n0940_phi211_seed0.csv
rich0292_n0940_phi211,0.940,21.10,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0292_n0940_phi211_seed1.csv
rich0293_n0942_phi152,0.942,15.21,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0293_n0942_phi152_seed0.csv
rich0293_n0942_phi152,0.942,15.21,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0293_n0942_phi152_seed1.csv
rich0294_n0943_phi274,0.943,27.40,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0294_n0943_phi274_seed0.csv
rich0294_n0943_phi274,0.943,27.40,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0294_n0943_phi274_seed1.csv
rich0295_n0944_phi239,0.944,23.92,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0295_n0944_phi239_seed0.csv
rich0295_n0944_phi239,0.944,23.92,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0295_n0944_phi239_seed1.csv
rich0296_n0946_phi125,0.946,12.49,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0296_n0946_phi125_seed0.csv
rich0296_n0946_phi125,0.946,12.49,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0296_n0946_phi125_seed1.csv
rich0297_n0947_phi150,0.947,14.97,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0297_n0947_phi150_seed0.csv
rich0297_n0947_phi150,0.947,14.97,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0297_n0947_phi150_seed1.csv
rich0298_n0949_phi224,0.949,22.35,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0298_n0949_phi224_seed0.csv
rich0298_n0949_phi224,0.949,22.35,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0298_n0949_phi224_seed1.csv
rich0299_n0950_phi164,0.950,16.38,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0299_n0950_phi164_seed0.csv
rich0299_n0950_phi164,0.950,16.38,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0299_n0950_phi164_seed1.csv
